"Country","Year","Week_ahead","Model","Accuracy","MZE","macroMAE"
"EST","2017","1","null",0.596,0.404,0.468319327731092
"ESP","2017","1","null",0.643,0.357,0.605555555555556
"GEO","2017","1","null",0.957,0.043,0.102222222222222
"GRC","2017","1","null",0.75,0.25,0.65
"HRV","2017","1","null",0.731,0.269,1.13888888888889
"HUN","2017","1","null",0.643,0.357,1.50526315789474
"IRL","2017","1","null",0.904,0.096,0.362222222222222
"ISR","2017","1","null",0.865,0.135,0.292380952380952
"ITA","2017","1","null",0.609,0.391,0.749166666666667
"KGZ","2017","1","null",0.5,0.5,0.102857142857143
"LTU","2017","1","null",0.914,0.086,0.45
"LUX","2017","1","null",0.786,0.214,0.271428571428571
"LVA","2017","1","null",0.679,0.321,0.555882352941176
"MAR","2017","1","null",0.788,0.212,0.23421568627451
"MDA","2017","1","null",1,0,0
"MLT","2017","1","null",0.75,0.25,0.253383458646617
"NLD","2017","1","null",0.519,0.481,0.818589743589744
"NOR","2017","1","null",0.571,0.429,1.09761904761905
"POL","2017","1","null",0.5,0.5,0.820367965367965
"PRT","2017","1","null",0.865,0.135,0.33768115942029
"ROU","2017","1","null",1,0,0
"SRB","2017","1","null",0.455,0.545,1.04714285714286
"SVN","2017","1","null",0.846,0.154,1.60454545454545
"SVK","2017","1","null",0.712,0.288,0.737037037037037
"TUR","2017","1","null",0.667,0.333,0.728737373737374
"USA","2017","1","null",0.577,0.423,0.674404761904762
"ARM","2015","2","null",0.854,0.146,0.0516806722689076
"AUT","2015","2","null",0.438,0.562,1.01428571428571
"BEL","2015","2","null",0.811,0.189,2.1546511627907
"CHE","2015","2","null",0.736,0.264,1.43821138211382
"CZE","2015","2","null",0.755,0.245,2.25487804878049
"DNK","2015","2","null",0.7,0.3,0.127719298245614
"EST","2015","2","null",0.472,0.528,0.830745920745921
"ESP","2015","2","null",0.586,0.414,2.44444444444444
"GEO","2015","2","null",0.736,0.264,0.15
"GRC","2015","2","null",0.441,0.559,1.52371794871795
"HRV","2015","2","null",0.519,0.481,2.28
"HUN","2015","2","null",0.667,0.333,1.14509803921569
"IRL","2015","2","null",0.83,0.17,0.361794019933555
"ISR","2015","2","null",0.717,0.283,0.532692307692308
"ITA","2015","2","null",0.333,0.667,0.986666666666667
"KGZ","2015","2","null",0.562,0.438,0.428270676691729
"LTU","2015","2","null",0.887,0.113,0.164255319148936
"LUX","2015","2","null",0.552,0.448,1.09444444444444
"LVA","2015","2","null",0.655,0.345,2.435
"MAR","2015","2","null",0.827,0.173,0.0785714285714286
"MDA","2015","2","null",0.925,0.075,0.0706666666666667
