"Country","Year","Week_ahead","Model","Accuracy","MZE","macroMAE"
"ISR",2017,1,"fix",0.865,0.135,0.464761904761905
"ITA",2017,1,"fix",0.565,0.435,0.733333333333333
"KGZ",2017,1,"fix",0.5,0.5,0.151428571428571
"LTU",2017,1,"fix",0.914,0.086,0.25
"LUX",2017,1,"fix",0.821,0.179,0.414285714285714
"LVA",2017,1,"fix",0.786,0.214,0.6
"MAR",2017,1,"fix",0.788,0.212,0.23421568627451
"MDA",2017,1,"fix",1,0,0
"MLT",2017,1,"fix",0.714,0.286,0.4
"NLD",2017,1,"fix",0.538,0.462,0.642948717948718
"NOR",2017,1,"fix",0.536,0.464,1.53333333333333
"POL",2017,1,"fix",0.596,0.404,1.44188311688312
"PRT",2017,1,"fix",0.885,0.115,0.208695652173913
"ROU",2017,1,"fix",1,0,0
"SRB",2017,1,"fix",0.409,0.591,0.731428571428571
"SVN",2017,1,"fix",0.846,0.154,1.53787878787879
"SVK",2017,1,"fix",0.769,0.231,0.975925925925926
"TUR",2017,1,"fix",0.569,0.431,1.65843434343434
"USA",2017,1,"fix",0.596,0.404,0.995535714285714
"ARM",2015,2,"fix",0.854,0.146,0.0857142857142857
"AUT",2015,2,"fix",0.062,0.938,0.992857142857143
"BEL",2015,2,"fix",0.811,0.189,1.86666666666667
"CHE",2015,2,"fix",0.849,0.151,0.952439024390244
"CZE",2015,2,"fix",0.792,0.208,1.725
"DNK",2015,2,"fix",0.667,0.333,0.160526315789474
"EST",2015,2,"fix",0.491,0.509,0.922179487179487
"ESP",2015,2,"fix",0.621,0.379,1.77222222222222
"GEO",2015,2,"fix",0.698,0.302,0.157142857142857
"GRC",2015,2,"fix",0.382,0.618,2.6
"HRV",2015,2,"fix",0.593,0.407,2.11666666666667
"HUN",2015,2,"fix",0.792,0.208,0.75
"IRL",2015,2,"fix",0.887,0.113,0.307142857142857
"ISR",2015,2,"fix",0.811,0.189,0.502564102564103
"ITA",2015,2,"fix",0.583,0.417,0.5
"KGZ",2015,2,"fix",0.531,0.469,0.55203007518797
"LTU",2015,2,"fix",0.887,0.113,0.182127659574468
"LUX",2015,2,"fix",0.655,0.345,1.26666666666667
"LVA",2015,2,"fix",0.69,0.31,2.1
"MAR",2015,2,"fix",0.731,0.269,0.212857142857143
"MDA",2015,2,"fix",0.943,0.0570000000000001,0.1
"MLT",2015,2,"fix",0.957,0.043,0.8
"NLD",2015,2,"fix",0.509,0.491,1.30454545454545
"NOR",2015,2,"fix",0.448,0.552,3.42307692307692
"POL",2015,2,"fix",0.532,0.468,0.459487179487179
"PRT",2015,2,"fix",0.83,0.17,1.9
"ROU",2015,2,"fix",0.812,0.188,0.529878048780488
"SRB",2015,2,"fix",0.609,0.391,0.29047619047619
"SVN",2015,2,"fix",0.811,0.189,0.83
"SVK",2015,2,"fix",0.712,0.288,1.956
"TUR",2015,2,"fix",0.5,0.5,0.4375
"USA",2015,2,"fix",0.642,0.358,0.433986928104575
"ARM",2016,2,"fix",0.673,0.327,2.59382239382239
"AUT",2016,2,"fix",0.235,0.765,0.73
"BEL",2016,2,"fix",0.865,0.135,0.619047619047619
"CHE",2016,2,"fix",0.75,0.25,0.6
"CZE",2016,2,"fix",0.75,0.25,0.485714285714286
"DNK",2016,2,"fix",0.679,0.321,0.622549019607843
"EST",2016,2,"fix",0.5,0.5,1.39517543859649
"ESP",2016,2,"fix",0.5,0.5,0.638333333333333
"GEO",2016,2,"fix",0.696,0.304,0.0525
"GRC",2016,2,"fix",0.733,0.267,0.3
"HRV",2016,2,"fix",0.643,0.357,0.349122807017544
"HUN",2016,2,"fix",0.714,0.286,0.438333333333333
"IRL",2016,2,"fix",0.788,0.212,0.33
"ISR",2016,2,"fix",0.827,0.173,0.575
"ITA",2016,2,"fix",0.409,0.591,0.631666666666667
"KGZ",2016,2,"fix",0.4,0.6,1.83030303030303
"LTU",2016,2,"fix",0.904,0.096,0.65
"LUX",2016,2,"fix",0.571,0.429,0.845882352941177
"LVA",2016,2,"fix",0.786,0.214,0.491666666666667
"MAR",2016,2,"fix",0.681,0.319,0.184273504273504
"MDA",2016,2,"fix",1,0,0
"MLT",2016,2,"fix",0.778,0.222,0.309090909090909
"NLD",2016,2,"fix",0.519,0.481,0.978787878787879
"NOR",2016,2,"fix",0.321,0.679,1.07428571428571
"POL",2016,2,"fix",0.522,0.478,0.573989898989899
"PRT",2016,2,"fix",0.75,0.25,1.41666666666667
"ROU",2016,2,"fix",0.865,0.135,0.104347826086957
"SRB",2016,2,"fix",0.5,0.5,1.01857142857143
"SVN",2016,2,"fix",0.865,0.135,0.352173913043478
"SVK",2016,2,"fix",0.829,0.171,0.167669172932331
"TUR",2016,2,"fix",0.2,0.8,0.385714285714286
"USA",2016,2,"fix",0.558,0.442,0.837884615384615
"ARM",2017,2,"fix",0.731,0.269,0.660683760683761
"AUT",2017,2,"fix",0.455,0.545,1.33333333333333
"BEL",2017,2,"fix",0.771,0.229,1.11428571428571
"CHE",2017,2,"fix",0.827,0.173,0.654761904761905
"CZE",2017,2,"fix",0.827,0.173,1.10714285714286
"DNK",2017,2,"fix",0.75,0.25,0.205263157894737
"EST",2017,2,"fix",0.462,0.538,1.10310924369748
"ESP",2017,2,"fix",0.679,0.321,0.605555555555556
"GEO",2017,2,"fix",0.63,0.37,0.0377777777777778
"GRC",2017,2,"fix",0.635,0.365,1.24833333333333
"HRV",2017,2,"fix",0.654,0.346,2.50555555555556
"HUN",2017,2,"fix",0.643,0.357,2.45526315789474
"IRL",2017,2,"fix",0.808,0.192,0.428888888888889
"ISR",2017,2,"fix",0.827,0.173,0.769523809523809
"ITA",2017,2,"fix",0.478,0.522,1.19333333333333
"KGZ",2017,2,"fix",0.333,0.667,0.185714285714286
"LTU",2017,2,"fix",0.886,0.114,0.3
"LUX",2017,2,"fix",0.75,0.25,0.580952380952381
"LVA",2017,2,"fix",0.679,0.321,0.98921568627451
"MAR",2017,2,"fix",0.731,0.269,0.250098039215686
"MDA",2017,2,"fix",1,0,0
"MLT",2017,2,"fix",0.679,0.321,0.6
"NLD",2017,2,"fix",0.558,0.442,0.744871794871795
"NOR",2017,2,"fix",0.429,0.571,1.7
"POL",2017,2,"fix",0.577,0.423,1.39002164502164
"PRT",2017,2,"fix",0.923,0.077,0.127536231884058
"ROU",2017,2,"fix",1,0,0
"SRB",2017,2,"fix",0.409,0.591,1.59857142857143
"SVN",2017,2,"fix",0.865,0.135,1.67121212121212
"SVK",2017,2,"fix",0.654,0.346,1.89814814814815
"TUR",2017,2,"fix",0.49,0.51,1.76151515151515
"USA",2017,2,"fix",0.519,0.481,1.25119047619048
"ARM",2015,3,"fix",0.854,0.146,0.0802521008403361
"AUT",2015,3,"fix",0.125,0.875,1.25
"BEL",2015,3,"fix",0.811,0.189,2.06666666666667
"CHE",2015,3,"fix",0.849,0.151,1.30243902439024
"CZE",2015,3,"fix",0.792,0.208,1.575
"DNK",2015,3,"fix",0.667,0.333,0.191929824561404
"EST",2015,3,"fix",0.547,0.453,0.986794871794872
"ESP",2015,3,"fix",0.655,0.345,2.08888888888889
"GEO",2015,3,"fix",0.736,0.264,0.248809523809524
"GRC",2015,3,"fix",0.412,0.588,2.78333333333333
"HRV",2015,3,"fix",0.63,0.37,2.68333333333333
"HUN",2015,3,"fix",0.792,0.208,0.866666666666667
"IRL",2015,3,"fix",0.849,0.151,0.371428571428571
"ISR",2015,3,"fix",0.811,0.189,0.625
"ITA",2015,3,"fix",0.542,0.458,0.56
"KGZ",2015,3,"fix",0.625,0.375,0.565714285714286
"LTU",2015,3,"fix",0.887,0.113,0.264255319148936
"LUX",2015,3,"fix",0.655,0.345,1.4
"LVA",2015,3,"fix",0.724,0.276,2.275
"MAR",2015,3,"fix",0.712,0.288,0.257857142857143
"MDA",2015,3,"fix",0.943,0.0570000000000001,0.1
"MLT",2015,3,"fix",0.957,0.043,0.8
"NLD",2015,3,"fix",0.472,0.528,1.28333333333333
"NOR",2015,3,"fix",0.448,0.552,3.39807692307692
"POL",2015,3,"fix",0.511,0.489,0.520512820512821
"PRT",2015,3,"fix",0.792,0.208,2.46395348837209
"ROU",2015,3,"fix",0.833,0.167,0.504878048780488
"SRB",2015,3,"fix",0.522,0.478,0.40047619047619
"SVN",2015,3,"fix",0.792,0.208,0.8725
"SVK",2015,3,"fix",0.731,0.269,1.532
"TUR",2015,3,"fix",0.5,0.5,0.65327380952381
"USA",2015,3,"fix",0.66,0.34,0.427091503267974
"ARM",2016,3,"fix",0.654,0.346,2.5965250965251
"AUT",2016,3,"fix",0.176,0.824,0.846666666666667
"BEL",2016,3,"fix",0.865,0.135,0.9
"CHE",2016,3,"fix",0.769,0.231,0.6
"CZE",2016,3,"fix",0.788,0.212,0.482142857142857
"DNK",2016,3,"fix",0.536,0.464,0.625980392156863
"EST",2016,3,"fix",0.558,0.442,2.07017543859649
"ESP",2016,3,"fix",0.464,0.536,0.968333333333333
"GEO",2016,3,"fix",0.674,0.326,0.0616666666666667
"GRC",2016,3,"fix",0.667,0.333,0.322222222222222
"HRV",2016,3,"fix",0.643,0.357,0.349122807017544
"HUN",2016,3,"fix",0.75,0.25,0.388333333333333
"IRL",2016,3,"fix",0.769,0.231,0.39
"ISR",2016,3,"fix",0.846,0.154,0.802564102564103
"ITA",2016,3,"fix",0.455,0.545,0.873333333333333
"KGZ",2016,3,"fix",0.36,0.64,2.17272727272727
"LTU",2016,3,"fix",0.846,0.154,0.704444444444444
"LUX",2016,3,"fix",0.607,0.393,0.802549019607843
"LVA",2016,3,"fix",0.75,0.25,0.578333333333333
"MAR",2016,3,"fix",0.702,0.298,0.176495726495726
"MDA",2016,3,"fix",1,0,0
"MLT",2016,3,"fix",0.778,0.222,0.304545454545455
"NLD",2016,3,"fix",0.404,0.596,1.72253787878788
"NOR",2016,3,"fix",0.286,0.714,1.04190476190476
"POL",2016,3,"fix",0.457,0.543,0.73040404040404
"PRT",2016,3,"fix",0.712,0.288,1.48888888888889
"ROU",2016,3,"fix",0.865,0.135,0.104347826086957
"SRB",2016,3,"fix",0.625,0.375,0.904285714285714
"SVN",2016,3,"fix",0.846,0.154,0.560869565217391
"SVK",2016,3,"fix",0.756,0.244,0.183458646616541
"TUR",2016,3,"fix",0.2,0.8,0.364285714285714
"USA",2016,3,"fix",0.596,0.404,0.692692307692308
"ARM",2017,3,"fix",0.769,0.231,0.555555555555556
"AUT",2017,3,"fix",0.273,0.727,1.8625
"BEL",2017,3,"fix",0.8,0.2,1.16428571428571
"CHE",2017,3,"fix",0.808,0.192,1.1547619047619
"CZE",2017,3,"fix",0.769,0.231,1.85952380952381
"DNK",2017,3,"fix",0.75,0.25,0.210526315789474
"EST",2017,3,"fix",0.538,0.462,0.918039215686274
"ESP",2017,3,"fix",0.643,0.357,0.552777777777778
"GEO",2017,3,"fix",0.587,0.413,0.0422222222222222
"GRC",2017,3,"fix",0.577,0.423,1.765
"HRV",2017,3,"fix",0.538,0.462,3.18888888888889
"HUN",2017,3,"fix",0.643,0.357,3.40526315789474
"IRL",2017,3,"fix",0.788,0.212,0.473333333333333
"ISR",2017,3,"fix",0.769,0.231,1.05190476190476
"ITA",2017,3,"fix",0.435,0.565,1.13666666666667
"KGZ",2017,3,"fix",0.417,0.583,0.151428571428571
"LTU",2017,3,"fix",0.886,0.114,0.5
"LUX",2017,3,"fix",0.679,0.321,0.39047619047619
"LVA",2017,3,"fix",0.607,0.393,1.24509803921569
"MAR",2017,3,"fix",0.712,0.288,0.342091503267974
"MDA",2017,3,"fix",1,0,0
"MLT",2017,3,"fix",0.643,0.357,0.605263157894737
"NLD",2017,3,"fix",0.538,0.462,0.712179487179487
"NOR",2017,3,"fix",0.429,0.571,1.91428571428571
"POL",2017,3,"fix",0.519,0.481,2.04136363636364
"PRT",2017,3,"fix",0.885,0.115,0.152898550724638
"ROU",2017,3,"fix",1,0,0
"SRB",2017,3,"fix",0.182,0.818,1.79285714285714
"SVN",2017,3,"fix",0.827,0.173,1.97575757575758
"SVK",2017,3,"fix",0.712,0.288,1.48703703703704
"TUR",2017,3,"fix",0.529,0.471,2.13207070707071
"USA",2017,3,"fix",0.519,0.481,1.18839285714286
"ARM",2015,4,"fix",0.829,0.171,0.0945378151260504
"AUT",2015,4,"fix",0.062,0.938,1.2
"BEL",2015,4,"fix",0.811,0.189,2.55
"CHE",2015,4,"fix",0.83,0.17,1.60243902439024
"CZE",2015,4,"fix",0.811,0.189,2.275
"DNK",2015,4,"fix",0.733,0.267,0.146666666666667
"EST",2015,4,"fix",0.509,0.491,1.26615384615385
"ESP",2015,4,"fix",0.655,0.345,2.38888888888889
"GEO",2015,4,"fix",0.755,0.245,0.245238095238095
"GRC",2015,4,"fix",0.382,0.618,2.8
"HRV",2015,4,"fix",0.63,0.37,3.31666666666667
"HUN",2015,4,"fix",0.708,0.292,1.03333333333333
"IRL",2015,4,"fix",0.849,0.151,0.371428571428571
"ISR",2015,4,"fix",0.774,0.226,0.6
"ITA",2015,4,"fix",0.583,0.417,0.45
"KGZ",2015,4,"fix",0.594,0.406,0.570977443609023
"LTU",2015,4,"fix",0.887,0.113,0.3
"LUX",2015,4,"fix",0.621,0.379,1.55
"LVA",2015,4,"fix",0.759,0.241,2.525
"MAR",2015,4,"fix",0.712,0.288,0.168571428571429
"MDA",2015,4,"fix",0.943,0.0570000000000001,0.1
"MLT",2015,4,"fix",0.957,0.043,0.8
"NLD",2015,4,"fix",0.491,0.509,1.94106060606061
"NOR",2015,4,"fix",0.414,0.586,3.40576923076923
"POL",2015,4,"fix",0.426,0.574,0.63025641025641
"PRT",2015,4,"fix",0.83,0.17,2.65
"ROU",2015,4,"fix",0.854,0.146,0.38719512195122
"SRB",2015,4,"fix",0.522,0.478,0.40047619047619
"SVN",2015,4,"fix",0.792,0.208,1.23
"SVK",2015,4,"fix",0.712,0.288,1.86533333333333
"TUR",2015,4,"fix",0.475,0.525,0.582440476190476
"USA",2015,4,"fix",0.698,0.302,0.346862745098039
"ARM",2016,4,"fix",0.615,0.385,2.60733590733591
"AUT",2016,4,"fix",0.118,0.882,1.13
"BEL",2016,4,"fix",0.827,0.173,0.935714285714286
"CHE",2016,4,"fix",0.75,0.25,0.525
"CZE",2016,4,"fix",0.769,0.231,0.494047619047619
"DNK",2016,4,"fix",0.571,0.429,0.690196078431373
"EST",2016,4,"fix",0.519,0.481,2.31842105263158
"ESP",2016,4,"fix",0.464,0.536,1.04333333333333
"GEO",2016,4,"fix",0.63,0.37,0.0808333333333333
"GRC",2016,4,"fix",0.533,0.467,0.366666666666667
"HRV",2016,4,"fix",0.571,0.429,0.498245614035088
"HUN",2016,4,"fix",0.714,0.286,0.683333333333333
"IRL",2016,4,"fix",0.75,0.25,0.475
"ISR",2016,4,"fix",0.788,0.212,1.4275641025641
"ITA",2016,4,"fix",0.227,0.773,1.035
"KGZ",2016,4,"fix",0.32,0.68,2.12424242424242
"LTU",2016,4,"fix",0.827,0.173,0.956666666666667
"LUX",2016,4,"fix",0.571,0.429,0.89921568627451
"LVA",2016,4,"fix",0.75,0.25,0.513333333333333
"MAR",2016,4,"fix",0.66,0.34,0.0931623931623932
"MDA",2016,4,"fix",1,0,0
"MLT",2016,4,"fix",0.815,0.185,0.279545454545455
"NLD",2016,4,"fix",0.442,0.558,1.64753787878788
"NOR",2016,4,"fix",0.357,0.643,0.914285714285714
"POL",2016,4,"fix",0.543,0.457,0.774090909090909
"PRT",2016,4,"fix",0.731,0.269,1.375
"ROU",2016,4,"fix",0.865,0.135,0.104347826086957
"SRB",2016,4,"fix",0.562,0.438,0.918571428571428
"SVN",2016,4,"fix",0.808,0.192,0.515217391304348
"SVK",2016,4,"fix",0.78,0.22,0.181954887218045
"TUR",2016,4,"fix",0.067,0.933,0.564285714285714
"USA",2016,4,"fix",0.519,0.481,0.718653846153846
"ARM",2017,4,"fix",0.731,0.269,0.58034188034188
"AUT",2017,4,"fix",0.182,0.818,1.77083333333333
"BEL",2017,4,"fix",0.743,0.257,1.28214285714286
"CHE",2017,4,"fix",0.769,0.231,1.26428571428571
"CZE",2017,4,"fix",0.731,0.269,2.16190476190476
"DNK",2017,4,"fix",0.571,0.429,0.209649122807018
"EST",2017,4,"fix",0.5,0.5,1.00725490196078
"ESP",2017,4,"fix",0.643,0.357,0.811111111111111
"GEO",2017,4,"fix",0.739,0.261,0.0266666666666667
"GRC",2017,4,"fix",0.596,0.404,0.888333333333333
"HRV",2017,4,"fix",0.538,0.462,3.52777777777778
"HUN",2017,4,"fix",0.607,0.393,3.41052631578947
"IRL",2017,4,"fix",0.788,0.212,0.455555555555556
"ISR",2017,4,"fix",0.788,0.212,0.951904761904762
"ITA",2017,4,"fix",0.348,0.652,1.85333333333333
"KGZ",2017,4,"fix",0.333,0.667,0.185714285714286
"LTU",2017,4,"fix",0.886,0.114,0.9
"LUX",2017,4,"fix",0.607,0.393,0.80952380952381
"LVA",2017,4,"fix",0.571,0.429,1.53921568627451
"MAR",2017,4,"fix",0.654,0.346,0.287091503267974
"MDA",2017,4,"fix",1,0,0
"MLT",2017,4,"fix",0.679,0.321,0.6
"NLD",2017,4,"fix",0.481,0.519,0.876923076923077
"NOR",2017,4,"fix",0.393,0.607,1.44047619047619
"POL",2017,4,"fix",0.481,0.519,2.23541125541126
"PRT",2017,4,"fix",0.827,0.173,0.305072463768116
"ROU",2017,4,"fix",1,0,0
"SRB",2017,4,"fix",0.273,0.727,1.78714285714286
"SVN",2017,4,"fix",0.788,0.212,2.21590909090909
"SVK",2017,4,"fix",0.712,0.288,1.75555555555556
"TUR",2017,4,"fix",0.51,0.49,2.41858585858586
"USA",2017,4,"fix",0.558,0.442,1.00744047619048
